year2,fsize,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp,sic1
2003,c) 10 to 19,618830,655254,8459223,8385482,22767,3.5,19070,2.9,1534324,511570,1022754,6.1,18.3,1355596,449051,906545,5.4,16.2,178728,2.1,32.4,0,14431,14543,374029,
2003,d) 20 to 49,384850,472451,11850471,11714120,15401,3.3,11293,2.4,1949545,569868,1379677,4.9,16.6,1645802,491689,1154113,4.2,14,303743,2.6,28,0,6683,7042,387697,
2003,e) 50 to 99,119114,206223,8391169,8256474,7528,3.7,4431,2.2,1356463,367391,989072,4.4,16.4,1067524,320141,747383,3.9,12.9,288939,3.5,25.8,0,1738,1890,237369,
2003,f) 100 to 249,64119,201144,9925294,9734083,8754,4.4,4212,2.1,1619008,452897,1166111,4.7,16.6,1216605,380623,835982,3.9,12.5,402403,4.1,25,0,886,1133,261553,
2003,g) 250 to 499,18430,124315,6338264,6221591,9198,7.6,3615,3,1026696,284606,742090,4.6,16.5,784598,177985,606613,2.9,12.6,242098,3.9,25.2,0,96,212,65805,
2003,h) 500 to 999,8493,105751,5699729,5636895,8697,8.4,3939,3.8,855706,271477,584229,4.8,15.2,727150,171349,555801,3,12.9,128556,2.3,25.8,0,39,41,57290,
2003,i) 1000 to 2499,5307,125767,7555687,7505963,10027,8.1,4721,3.8,1033029,329943,703086,4.4,13.8,927692,197450,730242,2.6,12.4,105337,1.4,24.8,0,18,933,50949,
2003,j) 2500 to 4999,2059,104047,5963185,5939674,8545,8.3,5113,5,818841,269606,549235,4.5,13.8,763244,147044,616200,2.5,12.8,55597,1,25.6,1,1,1,,
2003,k) 5000 to 9999,1176,112805,6247784,6240658,9249,8.3,5221,4.7,862178,231942,630236,3.7,13.8,831808,180686,651122,2.9,13.3,30370,0.5,26.6,1,1,1,,
2003,l) 10000+,1344,550967,29303118,29425202,62618,11.6,39643,7.3,3733981,1481963,2252018,5,12.7,3775659,1051399,2724260,3.6,12.8,-41678,-0.1,25.4,1,1,1,,
2004,a) 1 to 4,2785511,2789225,6166737,6045901,567632,20.6,466067,16.9,2005071,1368628,636443,22.6,33.2,1698190,1103816,594374,18.3,28.1,306881,5.1,56.2,0,353403,353442,871184,
2004,b) 5 to 9,1058017,1071252,7044533,6957418,50157,4.7,43405,4.1,1504732,594980,909752,8.6,21.6,1303249,514554,788695,7.4,18.7,201483,2.9,37.4,0,35066,35135,430063,
2004,c) 10 to 19,627673,664846,8606987,8509583,22329,3.4,19865,3,1548077,507435,1040642,6,18.2,1327391,458826,868565,5.4,15.6,220686,2.6,31.2,0,14505,14630,375718,
2004,d) 20 to 49,390272,476899,12003306,11871756,14147,3,11728,2.5,1878697,556768,1321929,4.7,15.8,1588522,497170,1091352,4.2,13.4,290175,2.4,26.8,0,6692,7071,389544,
2004,e) 50 to 99,121683,207652,8522496,8427121,6238,3,5130,2.5,1229963,371762,858201,4.4,14.6,1026197,321368,704829,3.8,12.2,203766,2.4,24.4,0,1719,2023,232297,
2004,f) 100 to 249,65691,200288,10069213,9961699,6879,3.5,4668,2.3,1372726,415931,956795,4.2,13.8,1148785,356883,791902,3.6,11.5,223941,2.3,23,0,819,1100,241397,
2004,g) 250 to 499,19017,125731,6480823,6408983,8158,6.6,4105,3.3,894502,231473,663029,3.6,14,747714,163095,584619,2.5,11.7,146788,2.3,23.4,0,102,411,68610,
2004,h) 500 to 999,8690,103835,5757336,5672946,7484,7.3,3804,3.7,778352,217001,561351,3.8,13.7,612906,142815,470091,2.5,10.8,165446,2.9,21.6,0,29,35,39763,
2004,i) 1000 to 2499,5375,129306,7683430,7608387,10012,7.9,4444,3.5,970454,272683,697771,3.6,12.8,820709,188543,632166,2.5,10.8,149745,2,21.6,0,12,12,35771,
2004,j) 2500 to 4999,2043,104413,5995333,5968192,8744,8.5,5469,5.3,749207,230153,519054,3.9,12.6,693640,183004,510636,3.1,11.6,55567,1,23.2,0,4,4,25577,
2004,k) 5000 to 9999,1213,115187,6505692,6445691,10607,9.4,5599,5,874535,264176,610359,4.1,13.6,754097,200304,553793,3.1,11.7,120438,1.9,23.4,1,2,2,,
2004,l) 10000+,1245,553552,29161989,29115084,57732,10.5,50641,9.2,3933033,1299384,2633649,4.5,13.5,3817637,1276221,2541416,4.4,13.1,115396,0.4,26.2,1,1,1,,
2005,a) 1 to 4,2858522,2862913,6226014,6145959,584686,20.8,471497,16.7,2007922,1397363,610559,22.7,32.7,1799948,1108079,691869,18,29.3,207974,3.4,58.6,0,363264,363340,894587,
2005,b) 5 to 9,1075898,1090444,7091039,7068666,53321,4.9,43705,4,1488020,631996,856024,8.9,21.1,1424042,514179,909863,7.3,20.1,63978,1,40.2,0,36180,36299,443733,
2005,c) 10 to 19,633915,671621,8575706,8586087,23865,3.6,20091,3,1487975,541730,946245,6.3,17.3,1492793,461428,1031365,5.4,17.4,-4818,-0.1,34.6,0,14987,15236,387465,
2005,d) 20 to 49,392771,479707,11968274,11949659,15462,3.2,11841,2.5,1822105,588467,1233638,4.9,15.2,1766950,504499,1262451,4.2,14.8,55155,0.4,29.6,0,6840,7153,398317,
2005,e) 50 to 99,122522,208812,8547453,8497947,8060,3.9,5016,2.4,1205781,373291,832490,4.4,14.2,1097211,329523,767688,3.9,12.9,108570,1.3,25.8,0,1763,2071,239738,
2005,f) 100 to 249,66433,201186,10203257,10073776,9156,4.6,4201,2.1,1435563,444356,991207,4.4,14.3,1174694,370942,803752,3.7,11.7,260869,2.6,23.4,0,859,1004,259397,
2005,g) 250 to 499,19372,129251,6662222,6530114,11541,9.2,3292,2.6,1008383,310681,697702,4.8,15.4,740846,192645,548201,3,11.3,267537,4.1,22.6,0,155,199,108642,
2005,h) 500 to 999,8760,108346,5902928,5794977,9993,9.5,4749,4.5,886680,294309,592371,5.1,15.3,665463,200774,464689,3.5,11.5,221217,3.8,23,0,77,234,107207,
2005,i) 1000 to 2499,5468,124282,7860733,7765267,9830,8,5673,4.6,1047445,343943,703502,4.4,13.5,861271,266661,594610,3.4,11.1,186174,2.4,22.2,0,32,65,95116,
2005,j) 2500 to 4999,2065,112410,6159979,6040923,11170,10.3,3825,3.5,825724,278607,547117,4.6,13.7,583333,157952,425381,2.6,9.7,242391,4,19.4,0,6,6,39372,
2005,k) 5000 to 9999,1191,116610,6360102,6314535,10616,9.3,5272,4.6,813489,275804,537685,4.4,12.9,725352,174782,550570,2.8,11.5,88137,1.4,23,1,2,2,,
2005,l) 10000+,1204,573927,29958680,29713289,63747,11.3,42008,7.5,3851990,1499551,2352439,5,13,3381086,905151,2475935,3,11.4,470904,1.6,22.8,0,1,1,0,
2006,a) 1 to 4,2875632,2880437,6263558,6202409,581532,20.3,529552,18.5,1990826,1377001,613825,22.2,32.1,1828666,1217239,611427,19.6,29.5,162160,2.6,59,0,391995,392093,951493,
2006,b) 5 to 9,1089070,1104986,7274900,7162613,54635,5,46963,4.3,1586686,641510,945176,9,22.2,1349251,554396,794855,7.7,18.8,237435,3.4,37.6,0,38205,38331,467064,
2006,c) 10 to 19,638674,679939,8795553,8653142,28496,4.2,21043,3.1,1620785,577825,1042960,6.7,18.7,1325031,491788,833243,5.7,15.3,295754,3.4,30.6,0,15798,15970,410488,
2006,d) 20 to 49,395482,488116,12259991,12051453,23870,4.9,12669,2.6,2022929,683886,1339043,5.7,16.8,1598864,568926,1029938,4.7,13.3,424065,3.5,26.6,0,7913,8191,464424,
2006,e) 50 to 99,125400,215152,8869801,8684936,13283,6.3,5356,2.5,1440850,482380,958470,5.6,16.6,1067450,396685,670765,4.6,12.3,373400,4.3,24.6,0,2260,2478,308701,
2006,f) 100 to 249,67755,207667,10499989,10284260,14483,7.1,4461,2.2,1623517,579363,1044154,5.6,15.8,1192434,441248,751186,4.3,11.6,431083,4.2,23.2,0,1129,1394,332125,
2006,g) 250 to 499,19690,131390,6761705,6626177,11388,8.9,3637,2.9,1041518,323645,717873,4.9,15.7,768954,194229,574725,2.9,11.6,272564,4.1,23.2,0,163,316,107807,
2006,h) 500 to 999,8959,107643,6061135,5937347,8160,7.8,3454,3.3,862529,244938,617591,4.1,14.5,615177,144556,470621,2.4,10.4,247352,4.1,20.8,0,43,235,56502,
2006,i) 1000 to 2499,5569,131476,8039921,7863603,11552,9,4665,3.6,1076818,317169,759649,4,13.7,724678,158449,566229,2,9.2,352140,4.5,18.4,0,13,13,36992,
2006,j) 2500 to 4999,2164,108241,6297734,6213088,9159,8.6,4881,4.6,798947,245826,553121,4,12.9,631259,147126,484133,2.4,10.2,167688,2.7,20.4,0,4,4,23515,
2006,k) 5000 to 9999,1213,119552,6576101,6458871,11917,10.3,4861,4.2,912970,295046,617924,4.6,14.1,672785,175377,497408,2.7,10.4,240185,3.7,20.8,1,1,1,,
2006,l) 10000+,1266,607068,31214842,30818697,63202,10.6,37605,6.3,4159104,1477724,2681380,4.8,13.5,3356705,863636,2493069,2.8,10.9,802399,2.6,21.8,0,,,,
2007,a) 1 to 4,2913430,2916971,6232482,6198869,551586,19.1,508959,17.6,1878258,1291772,586486,20.8,30.3,1837171,1167421,669750,18.8,29.6,41087,0.7,59.2,0,381686,382858,916023,
2007,b) 5 to 9,1100385,1112606,7235686,7223388,53609,4.8,51791,4.7,1514905,618221,896684,8.6,21,1491568,574280,917288,8,20.6,23337,0.4,41.2,0,38008,38840,465839,
2007,c) 10 to 19,645996,680266,8748930,8726587,27128,4,28516,4.2,1545587,567982,977605,6.5,17.7,1503114,538807,964307,6.2,17.2,42473,0.5,34.4,0,15737,16652,406527,
2007,d) 20 to 49,400322,488561,12194440,12141998,21838,4.5,22942,4.7,1982631,653383,1329248,5.4,16.3,1882197,653892,1228305,5.4,15.5,100434,0.8,31,0,7199,8161,418700,
2007,e) 50 to 99,128457,220967,8833178,8799112,15420,7,12091,5.5,1458633,469045,989588,5.3,16.6,1395520,447000,948520,5.1,15.9,63113,0.7,31.8,0,1738,2308,234258,
2007,f) 100 to 249,69126,214780,10408626,10379214,19952,9.5,12172,5.8,1707238,566469,1140769,5.5,16.4,1645988,516873,1129115,5,15.9,61250,0.5,31.8,0,790,1432,236221,
2007,g) 250 to 499,20288,136595,6802517,6731623,11008,8.3,4165,3.1,987939,281372,706567,4.2,14.7,846969,184728,662241,2.7,12.6,140970,2.1,25.2,0,84,343,55901,
2007,h) 500 to 999,9436,112906,6173200,6078558,9241,8.4,3335,3,897264,249318,647946,4.1,14.8,710621,150346,560275,2.5,11.7,186643,3.1,23.4,0,27,44,34202,
2007,i) 1000 to 2499,6001,139271,8340402,8203921,12859,9.5,5897,4.3,1156985,319488,837497,3.9,14.1,892304,214356,677948,2.6,10.9,264681,3.2,21.8,0,21,24,57067,
2007,j) 2500 to 4999,2330,110718,6559256,6458338,10010,9.2,5468,5,924165,255929,668236,4,14.3,731387,161966,569421,2.5,11.3,192778,3,22.6,1,2,2,,
2007,k) 5000 to 9999,1315,119183,6610832,6557039,11427,9.7,7847,6.7,864697,242931,621766,3.7,13.2,765624,172967,592657,2.6,11.7,99073,1.5,23.4,0,,,,
2007,l) 10000+,1394,635231,31772613,31689619,75297,12.1,50405,8.1,4509649,1504721,3004928,4.7,14.2,4357312,1215972,3141340,3.8,13.7,152337,0.5,27.4,0,,,,
2008,a) 1 to 4,2894710,2897792,6111859,6196854,509725,17.5,558750,19.2,1747834,1178750,569084,19,28.2,1943877,1245438,698439,20.1,31.4,-196043,-3.2,56.4,0,419207,419256,977351,
2008,b) 5 to 9,1086797,1098817,7096498,7153024,46157,4.2,47373,4.3,1388109,551677,836432,7.7,19.4,1504162,568465,935697,7.9,21,-116053,-1.6,38.8,0,39598,39682,484823,
2008,c) 10 to 19,636208,670223,8588838,8625557,21029,3.1,20716,3.1,1370827,485340,885487,5.6,15.9,1451835,499974,951861,5.8,16.8,-81008,-0.9,31.8,0,16465,16569,426899,
2008,d) 20 to 49,394743,481872,12025243,12032483,13855,2.9,11337,2.4,1687318,519303,1168015,4.3,14,1712894,534523,1178371,4.4,14.2,-25576,-0.2,28,0,7616,7736,444980,
2008,e) 50 to 99,126384,218097,8823416,8755633,6717,3.1,4056,1.9,1244250,326327,917923,3.7,14.2,1115826,330125,785701,3.8,12.7,128424,1.5,25.4,0,1942,2036,260829,
2008,f) 100 to 249,67952,212208,10469257,10343112,8327,4,3494,1.7,1396609,363774,1032835,3.5,13.5,1159155,364599,794556,3.5,11.2,237454,2.3,22.4,0,937,1166,278414,
2008,g) 250 to 499,20024,137209,6817591,6739345,9363,7,3042,2.3,925272,231578,693694,3.4,13.7,772896,152068,620828,2.3,11.5,152376,2.2,23,0,108,238,73265,
2008,h) 500 to 999,9298,115008,6207676,6120132,7917,7,2881,2.6,828190,236339,591851,3.9,13.5,652010,122592,529418,2,10.7,176180,2.8,21.4,0,34,94,48104,
2008,i) 1000 to 2499,5834,141794,8398115,8308943,11026,7.9,5891,4.2,1079396,331839,747557,4,13,903980,186758,717222,2.2,10.9,175416,2.1,21.8,0,18,81,52715,
2008,j) 2500 to 4999,2232,115074,6600615,6544026,9092,8.1,4419,3.9,790427,225130,565297,3.4,12.1,689812,157639,532173,2.4,10.5,100615,1.6,21,0,5,10,34362,
2008,k) 5000 to 9999,1325,116347,6784852,6744723,10848,9.5,5964,5.2,822463,237616,584847,3.5,12.2,744246,170540,573706,2.5,11,78217,1.2,22,1,1,1,,
2008,l) 10000+,1448,657492,32157593,32033994,58780,9.1,36872,5.7,4138029,1453611,2684418,4.5,12.9,3905010,816107,3088903,2.5,12.2,233019,0.7,24.4,0,,,,
2009,a) 1 to 4,2790704,2794337,5834495,6087872,434996,15.1,639713,22.3,1524058,1003980,520078,16.5,25,2121292,1393405,727887,22.9,34.8,-597234,-9.8,50,0,444392,444418,1.02E6,
2009,b) 5 to 9,1055666,1068201,6753399,6956126,38743,3.6,49405,4.6,1190126,470391,719735,6.8,17.1,1623842,583180,1040662,8.4,23.3,-433716,-6.2,34.2,0,38868,38950,474198,
2009,c) 10 to 19,618731,652267,8157312,8390001,16540,2.5,21657,3.3,1143168,402082,741086,4.8,13.6,1630404,500230,1130174,6,19.4,-487236,-5.8,27.2,0,15707,15866,405560,
2009,d) 20 to 49,381111,465080,11255790,11610217,9976,2.1,12496,2.7,1292662,422898,869764,3.6,11.1,2025366,531360,1494006,4.6,17.4,-732704,-6.3,22.2,0,7044,7310,407533,
2009,e) 50 to 99,121104,210732,8120815,8388046,5254,2.5,4940,2.3,874679,248541,626138,3,10.4,1423835,321679,1102156,3.8,17,-549156,-6.6,20.8,0,1719,2065,230309,
2009,f) 100 to 249,66166,210547,9796806,10072284,6396,3.1,4613,2.2,969146,294049,675097,2.9,9.6,1533570,345522,1188048,3.4,15.2,-564424,-5.6,19.2,0,781,1135,232424,
2009,g) 250 to 499,19361,137679,6407113,6546641,9208,6.8,4098,3,703986,208901,495085,3.2,10.8,991084,158662,832422,2.4,15.1,-287098,-4.3,21.6,0,93,235,64162,
2009,h) 500 to 999,9091,118247,5915747,6052666,8550,7.4,4202,3.6,645808,211476,434332,3.5,10.7,920742,150757,769985,2.5,15.2,-274934,-4.5,21.4,0,39,657,52963,
2009,i) 1000 to 2499,5696,141076,7922517,8090569,9853,7.1,5481,3.9,825708,276301,549407,3.4,10.2,1168049,235470,932579,2.9,14.4,-342341,-4.2,20.4,0,25,466,66625,
2009,j) 2500 to 4999,2171,114849,6307739,6426461,8867,7.9,4430,3.9,635129,210773,424356,3.3,9.9,875038,147972,727066,2.3,13.6,-239909,-3.7,19.8,0,3,3,16917,
2009,k) 5000 to 9999,1211,117847,6489899,6595298,9555,8.2,6656,5.7,690373,220638,469735,3.3,10.5,907186,167927,739259,2.5,13.8,-216813,-3.3,21,0,,,,
2009,l) 10000+,1976,646196,30702036,31295001,51365,8,47986,7.4,3049170,1082660,1966510,3.5,9.7,4255431,927820,3327611,3,13.6,-1206261,-3.9,19.4,0,,,,
2010,a) 1 to 4,2785800,2790275,5858303,5974682,483326,17.1,557758,19.7,1611048,1093889,517159,18.3,27,1843805,1212308,631497,20.3,30.9,-232757,-3.9,54,0,390646,390685,891528,
2010,b) 5 to 9,1027438,1040389,6689746,6738731,46051,4.4,43108,4.1,1284819,554224,730595,8.2,19.1,1382788,503697,879091,7.5,20.5,-97969,-1.4,38.2,0,33814,33936,413281,
2010,c) 10 to 19,607684,641728,8106116,8207299,16075,2.5,18833,2.9,1173638,391060,782578,4.8,14.3,1376004,428647,947357,5.2,16.8,-202366,-2.5,28.6,0,13636,13841,352297,
2010,d) 20 to 49,365505,448473,10913478,11093910,10416,2.3,11340,2.5,1281864,430418,851446,3.9,11.6,1642727,455675,1187052,4.1,14.8,-360863,-3.2,23.2,0,6096,6349,356064,
2010,e) 50 to 99,114241,203599,7801418,7886310,8060,4,4682,2.3,955358,351724,603634,4.5,12.1,1125141,307440,817701,3.9,14.3,-169783,-2.2,24.2,0,1717,2020,230393,
2010,f) 100 to 249,63462,210147,9586004,9628618,9695,4.7,4282,2.1,1130319,385879,744440,4,11.7,1215547,329850,885697,3.4,12.6,-85228,-0.9,23.4,0,823,1048,242492,
2010,g) 250 to 499,18322,137624,6155894,6195460,9334,6.9,3783,2.8,729833,232559,497274,3.8,11.8,808965,172157,636808,2.8,13.1,-79132,-1.3,23.6,0,142,267,96127,
2010,h) 500 to 999,8702,118988,5798238,5809926,7984,6.8,3490,3,672161,204956,467205,3.5,11.6,695536,126222,569314,2.2,12,-23375,-0.4,23.2,0,45,152,60919,
2010,i) 1000 to 2499,5497,144168,7833474,7881656,9511,6.7,5707,4,840648,242106,598542,3.1,10.7,937012,194810,742202,2.5,11.9,-96364,-1.2,21.4,0,19,56,62461,
2010,j) 2500 to 4999,2023,115599,6114300,6157219,8372,7.3,5290,4.6,621888,211701,410187,3.4,10.1,707726,160834,546892,2.6,11.5,-85838,-1.4,20.2,0,6,6,35900,
2010,k) 5000 to 9999,1163,115727,6253959,6335518,7820,6.8,5440,4.7,642073,174890,467183,2.8,10.1,805192,139925,665267,2.2,12.7,-163119,-2.6,20.2,0,,,,
2010,l) 10000+,1176,630077,29945611,30107251,46171,7.4,41933,6.7,3075443,1042338,2033105,3.5,10.2,3398724,793522,2605202,2.6,11.3,-323281,-1.1,20.4,0,,,,
2011,a) 1 to 4,2794631,2799504,5925655,5937827,507686,18.1,527530,18.8,1699368,1147428,551940,19.3,28.6,1723711,1141839,581872,19.2,29,-24343,-0.4,57.2,0,411649,411792,931569,
2011,b) 5 to 9,1014763,1027858,6631486,6669425,41992,4.1,43733,4.3,1268435,507656,760779,7.6,19,1344312,511529,832783,7.7,20.2,-75877,-1.2,38,0,36445,36650,445347,
2011,c) 10 to 19,599121,632426,8074309,8074249,16774,2.7,17659,2.8,1230020,412147,817873,5.1,15.2,1229900,398212,831688,4.9,15.2,120,0,30.4,0,13634,13960,350722,
2011,d) 20 to 49,360517,440917,11041542,10926770,11478,2.6,10270,2.3,1495626,455277,1040349,4.2,13.7,1266082,419940,846142,3.8,11.6,229544,2.1,23.2,0,6206,6781,355106,
2011,e) 50 to 99,112467,200041,7818172,7770221,6769,3.4,5016,2.5,1016791,294696,722095,3.8,13.1,920889,299650,621239,3.9,11.9,95902,1.2,23.8,0,1846,2427,243554,
2011,f) 100 to 249,62345,206475,9551216,9460608,6812,3.3,4431,2.2,1145316,302724,842592,3.2,12.1,964099,276329,687770,2.9,10.2,181217,1.9,20.4,0,772,1264,213895,
2011,g) 250 to 499,18348,137213,6354095,6210754,7505,5.6,2965,2.2,868878,235962,632916,3.8,14,582196,129957,452239,2.1,9.4,286682,4.6,18.8,0,122,227,68205,
2011,h) 500 to 999,8796,120599,5994119,5861111,7075,6,2506,2.1,776487,225972,550515,3.9,13.2,510470,88787,421683,1.5,8.7,266017,4.5,17.4,0,53,109,42062,
2011,i) 1000 to 2499,5547,145131,8040611,7911446,7781,5.4,3820,2.7,950719,253145,697574,3.2,12,692390,166040,526350,2.1,8.8,258329,3.2,17.6,0,38,77,65705,
2011,j) 2500 to 4999,2075,120779,6370211,6243413,7228,6.1,4100,3.4,755158,241339,513819,3.9,12.1,501561,98569,402992,1.6,8,253597,4.1,16,0,12,35,17883,
2011,k) 5000 to 9999,1155,116166,6514596,6421776,7586,6.6,5411,4.7,762825,206086,556739,3.2,11.9,577185,127555,449630,2,9,185640,2.9,18,0,8,127,10286,
2011,l) 10000+,1126,641227,30896826,30413125,54093,8.6,32011,5.1,3760212,1115986,2644226,3.7,12.4,2792810,623096,2169714,2,9.2,967402,3.2,18.4,0,18,438,51444,
